AU75DIKTVX5GP	TPCCHT-000020-18	1
AU75DIKTVX5GP	TPCCHT-000013-2	3
A30SJEDQ9FHUG6	TPCCHT-000002-15	4
A30SJEDQ9FHUG6	ATTENTION-CHECK	4
A30SJEDQ9FHUG6	TPCCHT-000020-18	2
A30SJEDQ9FHUG6	TPCCHT-000013-2	2
AHYMROQDBR2G4	TPCCHT-000002-15	3
AHYMROQDBR2G4	ATTENTION-CHECK	3
AHYMROQDBR2G4	TPCCHT-000020-18	1
AHYMROQDBR2G4	TPCCHT-000013-2	2
A2QSQ6IAQCF3GW	TPCCHT-000002-15	3
A2QSQ6IAQCF3GW	ATTENTION-CHECK	2
A2QSQ6IAQCF3GW	TPCCHT-000020-18	2
A2QSQ6IAQCF3GW	TPCCHT-000013-2	2
A3GHLKX4ZUSJH0	ATTENTION-CHECK	4
A3GHLKX4ZUSJH0	TPCCHT-000003-6	4
A3GHLKX4ZUSJH0	TPCCHT-000004-20	3
A3GHLKX4ZUSJH0	MPATHY-000117-0003	2
A1HBZQTYFRGCRG	ATTENTION-CHECK	3
A1HBZQTYFRGCRG	TPCCHT-000003-6	4
A1HBZQTYFRGCRG	TPCCHT-000004-20	2
A1HBZQTYFRGCRG	MPATHY-000117-0003	3
A217EABA3OH0KL	ATTENTION-CHECK	1
A217EABA3OH0KL	TPCCHT-000003-6	4
A217EABA3OH0KL	TPCCHT-000004-20	4
A217EABA3OH0KL	MPATHY-000117-0003	4
A1GT4NK0VO5RFQ	ATTENTION-CHECK	4
A1GT4NK0VO5RFQ	TPCCHT-000003-6	4
A1GT4NK0VO5RFQ	TPCCHT-000004-20	4
A1GT4NK0VO5RFQ	MPATHY-000117-0003	4
A1NUW3AISE7RZC	ATTENTION-CHECK	3
A1NUW3AISE7RZC	TPCCHT-000003-6	3
A1NUW3AISE7RZC	TPCCHT-000004-20	4
A1NUW3AISE7RZC	MPATHY-000117-0003	1
A11YEGD0RQ9AF9	ATTENTION-CHECK	2
A11YEGD0RQ9AF9	MPATHY-000030-0003	4
A11YEGD0RQ9AF9	MPATHY-000085-0003	2
A11YEGD0RQ9AF9	TPCCHT-000017-9	4
A1RJYT061UQYR0	ATTENTION-CHECK	1
A1RJYT061UQYR0	MPATHY-000030-0003	4
A1RJYT061UQYR0	MPATHY-000085-0003	4
A1RJYT061UQYR0	TPCCHT-000017-9	1
A33B85TN97HQ33	ATTENTION-CHECK	1
A33B85TN97HQ33	MPATHY-000030-0003	4
A33B85TN97HQ33	MPATHY-000085-0003	4
A33B85TN97HQ33	TPCCHT-000017-9	1
AHYMROQDBR2G4	ATTENTION-CHECK	1
AHYMROQDBR2G4	MPATHY-000030-0003	3
AHYMROQDBR2G4	MPATHY-000085-0003	3
AHYMROQDBR2G4	TPCCHT-000017-9	1
A1NUW3AISE7RZC	ATTENTION-CHECK	3
A1NUW3AISE7RZC	MPATHY-000030-0003	3
A1NUW3AISE7RZC	MPATHY-000085-0003	2
A1NUW3AISE7RZC	TPCCHT-000017-9	3
A71GYYSJKLUDS	TPCCHT-000010-13	4
A71GYYSJKLUDS	TPCCHT-000001-8	4
A71GYYSJKLUDS	MPATHY-000116-0002	4
A71GYYSJKLUDS	ATTENTION-CHECK	4
A11YEGD0RQ9AF9	TPCCHT-000010-13	2
A11YEGD0RQ9AF9	TPCCHT-000001-8	2
A11YEGD0RQ9AF9	MPATHY-000116-0002	4
A11YEGD0RQ9AF9	ATTENTION-CHECK	3
A3PRQ2GSU42718	TPCCHT-000010-13	4
A3PRQ2GSU42718	TPCCHT-000001-8	4
A3PRQ2GSU42718	MPATHY-000116-0002	1
A3PRQ2GSU42718	ATTENTION-CHECK	1
A33B85TN97HQ33	TPCCHT-000010-13	4
A33B85TN97HQ33	TPCCHT-000001-8	4
A33B85TN97HQ33	MPATHY-000116-0002	1
A33B85TN97HQ33	ATTENTION-CHECK	1
A1TARNH07A75CG	TPCCHT-000010-13	4
A1TARNH07A75CG	TPCCHT-000001-8	4
A1TARNH07A75CG	MPATHY-000116-0002	1
A1TARNH07A75CG	ATTENTION-CHECK	1
A11YEGD0RQ9AF9	TPCCHT-000013-15	4
A11YEGD0RQ9AF9	TPCCHT-000021-9	2
A11YEGD0RQ9AF9	TPCCHT-000016-4	3
A11YEGD0RQ9AF9	MPATHY-000057-0005	4
A30SJEDQ9FHUG6	TPCCHT-000013-15	4
A30SJEDQ9FHUG6	TPCCHT-000021-9	1
A30SJEDQ9FHUG6	TPCCHT-000016-4	4
A30SJEDQ9FHUG6	MPATHY-000057-0005	4
AY3W2L53R7EL3	TPCCHT-000013-15	4
AY3W2L53R7EL3	TPCCHT-000021-9	4
AY3W2L53R7EL3	TPCCHT-000016-4	4
AY3W2L53R7EL3	MPATHY-000057-0005	1
A2K3RY63E2Y45R	TPCCHT-000013-15	4
A2K3RY63E2Y45R	TPCCHT-000021-9	4
A2K3RY63E2Y45R	TPCCHT-000016-4	4
A2K3RY63E2Y45R	MPATHY-000057-0005	1
A1NUW3AISE7RZC	TPCCHT-000013-15	3
A1NUW3AISE7RZC	TPCCHT-000021-9	2
A1NUW3AISE7RZC	TPCCHT-000016-4	4
A1NUW3AISE7RZC	MPATHY-000057-0005	3
A3G5OWGKHW6OL5	ATTENTION-CHECK	2
A3G5OWGKHW6OL5	TPCCHT-000002-14	4
A3G5OWGKHW6OL5	TPCCHT-000010-5	4
A3G5OWGKHW6OL5	TPCCHT-000020-13	1
A11YEGD0RQ9AF9	ATTENTION-CHECK	4
A11YEGD0RQ9AF9	TPCCHT-000002-14	3
A11YEGD0RQ9AF9	TPCCHT-000010-5	4
A11YEGD0RQ9AF9	TPCCHT-000020-13	3
A18R8GG33EVI6C	ATTENTION-CHECK	1
A18R8GG33EVI6C	TPCCHT-000002-14	4
A18R8GG33EVI6C	TPCCHT-000010-5	4
A18R8GG33EVI6C	TPCCHT-000020-13	1
A217EABA3OH0KL	ATTENTION-CHECK	1
A217EABA3OH0KL	TPCCHT-000002-14	4
A217EABA3OH0KL	TPCCHT-000010-5	4
A217EABA3OH0KL	TPCCHT-000020-13	1
APKTDTD9LK539	ATTENTION-CHECK	1
APKTDTD9LK539	TPCCHT-000002-14	2
APKTDTD9LK539	TPCCHT-000010-5	3
APKTDTD9LK539	TPCCHT-000020-13	2
A384EFVY03N5KE	TPCCHT-000010-8	1
A384EFVY03N5KE	MPATHY-000123-0003	4
A384EFVY03N5KE	ATTENTION-CHECK	3
A384EFVY03N5KE	TPCCHT-000002-19	4
A11YEGD0RQ9AF9	TPCCHT-000010-8	3
A11YEGD0RQ9AF9	MPATHY-000123-0003	4
A11YEGD0RQ9AF9	ATTENTION-CHECK	3
A11YEGD0RQ9AF9	TPCCHT-000002-19	4
A2BAIRVKSX5AFP	TPCCHT-000010-8	1
A2BAIRVKSX5AFP	MPATHY-000123-0003	4
A2BAIRVKSX5AFP	ATTENTION-CHECK	1
A2BAIRVKSX5AFP	TPCCHT-000002-19	4
A1RJYT061UQYR0	TPCCHT-000010-8	1
A1RJYT061UQYR0	MPATHY-000123-0003	4
A1RJYT061UQYR0	ATTENTION-CHECK	1
A1RJYT061UQYR0	TPCCHT-000002-19	4
A217EABA3OH0KL	TPCCHT-000010-8	1
A217EABA3OH0KL	MPATHY-000123-0003	4
A217EABA3OH0KL	ATTENTION-CHECK	2
A217EABA3OH0KL	TPCCHT-000002-19	4
ARFHSKLTKKXT2	MPATHY-000031-0003	2
ARFHSKLTKKXT2	ATTENTION-CHECK	2
ARFHSKLTKKXT2	MPATHY-000095-0002	3
ARFHSKLTKKXT2	MPATHY-000109-0003	3
AU75DIKTVX5GP	MPATHY-000031-0003	3
AU75DIKTVX5GP	ATTENTION-CHECK	2
AU75DIKTVX5GP	MPATHY-000095-0002	1
AU75DIKTVX5GP	MPATHY-000109-0003	4
A2BAIRVKSX5AFP	MPATHY-000031-0003	4
A2BAIRVKSX5AFP	ATTENTION-CHECK	1
A2BAIRVKSX5AFP	MPATHY-000095-0002	4
A2BAIRVKSX5AFP	MPATHY-000109-0003	4
A3PRQ2GSU42718	MPATHY-000031-0003	4
A3PRQ2GSU42718	ATTENTION-CHECK	1
A3PRQ2GSU42718	MPATHY-000095-0002	4
A3PRQ2GSU42718	MPATHY-000109-0003	4
A217EABA3OH0KL	MPATHY-000031-0003	4
A217EABA3OH0KL	ATTENTION-CHECK	1
A217EABA3OH0KL	MPATHY-000095-0002	4
A217EABA3OH0KL	MPATHY-000109-0003	4
A3HSR4I3M0J0XW	MPATHY-000041-0003	4
A3HSR4I3M0J0XW	TPCCHT-000011-14	4
A3HSR4I3M0J0XW	MPATHY-000116-0005	4
A3HSR4I3M0J0XW	TPCCHT-000019-11	4
A3PR8IJCUQ0V2G	MPATHY-000041-0003	4
A3PR8IJCUQ0V2G	TPCCHT-000011-14	2
A3PR8IJCUQ0V2G	MPATHY-000116-0005	4
A3PR8IJCUQ0V2G	TPCCHT-000019-11	3
A12ATVBE1I4567	MPATHY-000041-0003	3
A12ATVBE1I4567	TPCCHT-000011-14	2
A12ATVBE1I4567	MPATHY-000116-0005	4
A12ATVBE1I4567	TPCCHT-000019-11	4
AU75DIKTVX5GP	MPATHY-000041-0003	4
AU75DIKTVX5GP	TPCCHT-000011-14	1
AU75DIKTVX5GP	MPATHY-000116-0005	3
AU75DIKTVX5GP	TPCCHT-000019-11	2
A1GT4NK0VO5RFQ	MPATHY-000041-0003	4
A1GT4NK0VO5RFQ	TPCCHT-000011-14	3
A1GT4NK0VO5RFQ	MPATHY-000116-0005	4
A1GT4NK0VO5RFQ	TPCCHT-000019-11	4
A12ATVBE1I4567	TPCCHT-000019-6	3
A12ATVBE1I4567	ATTENTION-CHECK	2
A12ATVBE1I4567	MPATHY-000005-0004	1
A12ATVBE1I4567	MPATHY-000063-0003	4
AHYMROQDBR2G4	TPCCHT-000019-6	2
AHYMROQDBR2G4	ATTENTION-CHECK	1
AHYMROQDBR2G4	MPATHY-000005-0004	1
AHYMROQDBR2G4	MPATHY-000063-0003	3
A2K3RY63E2Y45R	TPCCHT-000019-6	4
A2K3RY63E2Y45R	ATTENTION-CHECK	1
A2K3RY63E2Y45R	MPATHY-000005-0004	1
A2K3RY63E2Y45R	MPATHY-000063-0003	4
A217EABA3OH0KL	TPCCHT-000019-6	4
A217EABA3OH0KL	ATTENTION-CHECK	1
A217EABA3OH0KL	MPATHY-000005-0004	1
A217EABA3OH0KL	MPATHY-000063-0003	4
A1NUW3AISE7RZC	TPCCHT-000019-6	3
A1NUW3AISE7RZC	ATTENTION-CHECK	3
A1NUW3AISE7RZC	MPATHY-000005-0004	2
A1NUW3AISE7RZC	MPATHY-000063-0003	3
A11YEGD0RQ9AF9	MPATHY-000111-0003	3
A11YEGD0RQ9AF9	MPATHY-000040-0004	4
A11YEGD0RQ9AF9	TPCCHT-000017-19	4
A11YEGD0RQ9AF9	ATTENTION-CHECK	2
A3914P24XPNPY3	MPATHY-000111-0003	4
A3914P24XPNPY3	MPATHY-000040-0004	3
A3914P24XPNPY3	TPCCHT-000017-19	1
A3914P24XPNPY3	ATTENTION-CHECK	1
A33B85TN97HQ33	MPATHY-000111-0003	4
A33B85TN97HQ33	MPATHY-000040-0004	4
A33B85TN97HQ33	TPCCHT-000017-19	1
A33B85TN97HQ33	ATTENTION-CHECK	2
A2QSQ6IAQCF3GW	MPATHY-000111-0003	4
A2QSQ6IAQCF3GW	MPATHY-000040-0004	3
A2QSQ6IAQCF3GW	TPCCHT-000017-19	2
A2QSQ6IAQCF3GW	ATTENTION-CHECK	3
AHYMROQDBR2G4	MPATHY-000111-0003	3
AHYMROQDBR2G4	MPATHY-000040-0004	2
AHYMROQDBR2G4	TPCCHT-000017-19	2
AHYMROQDBR2G4	ATTENTION-CHECK	1
A11YEGD0RQ9AF9	TPCCHT-000009-15	4
A11YEGD0RQ9AF9	MPATHY-000095-0003	3
A11YEGD0RQ9AF9	ATTENTION-CHECK	4
A11YEGD0RQ9AF9	TPCCHT-000002-8	3
A33B85TN97HQ33	TPCCHT-000009-15	4
A33B85TN97HQ33	MPATHY-000095-0003	4
A33B85TN97HQ33	ATTENTION-CHECK	1
A33B85TN97HQ33	TPCCHT-000002-8	3
A2K3RY63E2Y45R	TPCCHT-000009-15	4
A2K3RY63E2Y45R	MPATHY-000095-0003	4
A2K3RY63E2Y45R	ATTENTION-CHECK	1
A2K3RY63E2Y45R	TPCCHT-000002-8	3
A1NUW3AISE7RZC	TPCCHT-000009-15	3
A1NUW3AISE7RZC	MPATHY-000095-0003	2
A1NUW3AISE7RZC	ATTENTION-CHECK	2
A1NUW3AISE7RZC	TPCCHT-000002-8	3
A18T9V3QVDOGCY	TPCCHT-000009-15	3
A18T9V3QVDOGCY	MPATHY-000095-0003	4
A18T9V3QVDOGCY	ATTENTION-CHECK	1
A18T9V3QVDOGCY	TPCCHT-000002-8	3
A1TARNH07A75CG	TPCCHT-000014-8	4
A1TARNH07A75CG	TPCCHT-000017-20	4
A1TARNH07A75CG	TPCCHT-000020-16	1
A1TARNH07A75CG	ATTENTION-CHECK	1
A12ATVBE1I4567	TPCCHT-000014-8	3
A12ATVBE1I4567	TPCCHT-000017-20	4
A12ATVBE1I4567	TPCCHT-000020-16	2
A12ATVBE1I4567	ATTENTION-CHECK	4
A2BAIRVKSX5AFP	TPCCHT-000014-8	4
A2BAIRVKSX5AFP	TPCCHT-000017-20	2
A2BAIRVKSX5AFP	TPCCHT-000020-16	1
A2BAIRVKSX5AFP	ATTENTION-CHECK	1
A33B85TN97HQ33	TPCCHT-000014-8	4
A33B85TN97HQ33	TPCCHT-000017-20	4
A33B85TN97HQ33	TPCCHT-000020-16	1
A33B85TN97HQ33	ATTENTION-CHECK	1
AU26PZZBE7NKF	TPCCHT-000014-8	4
AU26PZZBE7NKF	TPCCHT-000017-20	4
AU26PZZBE7NKF	TPCCHT-000020-16	1
AU26PZZBE7NKF	ATTENTION-CHECK	1
A11YEGD0RQ9AF9	TPCCHT-000003-17	2
A11YEGD0RQ9AF9	TPCCHT-000004-15	3
A11YEGD0RQ9AF9	MPATHY-000097-0003	4
A11YEGD0RQ9AF9	TPCCHT-000012-18	2
A2M9K08I66YIZ3	TPCCHT-000003-17	3
A2M9K08I66YIZ3	TPCCHT-000004-15	2
A2M9K08I66YIZ3	MPATHY-000097-0003	3
A2M9K08I66YIZ3	TPCCHT-000012-18	3
A2QSQ6IAQCF3GW	TPCCHT-000003-17	3
A2QSQ6IAQCF3GW	TPCCHT-000004-15	2
A2QSQ6IAQCF3GW	MPATHY-000097-0003	3
A2QSQ6IAQCF3GW	TPCCHT-000012-18	4
A1241KHV9VEGC4	TPCCHT-000003-17	2
A1241KHV9VEGC4	TPCCHT-000004-15	4
A1241KHV9VEGC4	MPATHY-000097-0003	4
A1241KHV9VEGC4	TPCCHT-000012-18	2
A33B85TN97HQ33	TPCCHT-000003-17	4
A33B85TN97HQ33	TPCCHT-000004-15	2
A33B85TN97HQ33	MPATHY-000097-0003	4
A33B85TN97HQ33	TPCCHT-000012-18	4
A384EFVY03N5KE	TPCCHT-000014-2	3
A384EFVY03N5KE	MPATHY-000067-0002	4
A384EFVY03N5KE	TPCCHT-000016-8	2
A384EFVY03N5KE	TPCCHT-000010-19	4
A1NUW3AISE7RZC	TPCCHT-000014-2	3
A1NUW3AISE7RZC	MPATHY-000067-0002	2
A1NUW3AISE7RZC	TPCCHT-000016-8	3
A1NUW3AISE7RZC	TPCCHT-000010-19	4
AHYMROQDBR2G4	TPCCHT-000014-2	3
AHYMROQDBR2G4	MPATHY-000067-0002	3
AHYMROQDBR2G4	TPCCHT-000016-8	1
AHYMROQDBR2G4	TPCCHT-000010-19	1
A33B85TN97HQ33	TPCCHT-000014-2	4
A33B85TN97HQ33	MPATHY-000067-0002	4
A33B85TN97HQ33	TPCCHT-000016-8	1
A33B85TN97HQ33	TPCCHT-000010-19	4
A217EABA3OH0KL	TPCCHT-000014-2	4
A217EABA3OH0KL	MPATHY-000067-0002	4
A217EABA3OH0KL	TPCCHT-000016-8	1
A217EABA3OH0KL	TPCCHT-000010-19	4
A11YEGD0RQ9AF9	TPCCHT-000006-17	2
A11YEGD0RQ9AF9	TPCCHT-000017-11	4
A11YEGD0RQ9AF9	MPATHY-000007-0002	2
A11YEGD0RQ9AF9	ATTENTION-CHECK	4
A2BAIRVKSX5AFP	TPCCHT-000006-17	1
A2BAIRVKSX5AFP	TPCCHT-000017-11	4
A2BAIRVKSX5AFP	MPATHY-000007-0002	4
A2BAIRVKSX5AFP	ATTENTION-CHECK	1
A33B85TN97HQ33	TPCCHT-000006-17	1
A33B85TN97HQ33	TPCCHT-000017-11	4
A33B85TN97HQ33	MPATHY-000007-0002	4
A33B85TN97HQ33	ATTENTION-CHECK	1
A1RJYT061UQYR0	TPCCHT-000006-17	1
A1RJYT061UQYR0	TPCCHT-000017-11	4
A1RJYT061UQYR0	MPATHY-000007-0002	4
A1RJYT061UQYR0	ATTENTION-CHECK	1
A1GT4NK0VO5RFQ	TPCCHT-000006-17	1
A1GT4NK0VO5RFQ	TPCCHT-000017-11	4
A1GT4NK0VO5RFQ	MPATHY-000007-0002	4
A1GT4NK0VO5RFQ	ATTENTION-CHECK	1
A2M9K08I66YIZ3	TPCCHT-000004-12	3
A2M9K08I66YIZ3	TPCCHT-000009-18	2
A2M9K08I66YIZ3	TPCCHT-000018-14	2
A2M9K08I66YIZ3	MPATHY-000115-0003	4
AU75DIKTVX5GP	TPCCHT-000004-12	1
AU75DIKTVX5GP	TPCCHT-000009-18	3
AU75DIKTVX5GP	TPCCHT-000018-14	2
AU75DIKTVX5GP	MPATHY-000115-0003	4
A3PRQ2GSU42718	TPCCHT-000004-12	4
A3PRQ2GSU42718	TPCCHT-000009-18	4
A3PRQ2GSU42718	TPCCHT-000018-14	4
A3PRQ2GSU42718	MPATHY-000115-0003	4
AP9FLILLQQRPD	TPCCHT-000004-12	4
AP9FLILLQQRPD	TPCCHT-000009-18	3
AP9FLILLQQRPD	TPCCHT-000018-14	4
AP9FLILLQQRPD	MPATHY-000115-0003	4
AOAMTLMPOJ7P7	TPCCHT-000004-12	2
AOAMTLMPOJ7P7	TPCCHT-000009-18	1
AOAMTLMPOJ7P7	TPCCHT-000018-14	2
AOAMTLMPOJ7P7	MPATHY-000115-0003	4
A11YEGD0RQ9AF9	MPATHY-000028-0003	4
A11YEGD0RQ9AF9	MPATHY-000047-0003	3
A11YEGD0RQ9AF9	TPCCHT-000004-14	4
A11YEGD0RQ9AF9	MPATHY-000041-0004	2
A33B85TN97HQ33	MPATHY-000028-0003	1
A33B85TN97HQ33	MPATHY-000047-0003	4
A33B85TN97HQ33	TPCCHT-000004-14	4
A33B85TN97HQ33	MPATHY-000041-0004	4
ARN0FN9IYDUZ2	MPATHY-000028-0003	2
ARN0FN9IYDUZ2	MPATHY-000047-0003	4
ARN0FN9IYDUZ2	TPCCHT-000004-14	4
ARN0FN9IYDUZ2	MPATHY-000041-0004	3
A1NUW3AISE7RZC	MPATHY-000028-0003	3
A1NUW3AISE7RZC	MPATHY-000047-0003	3
A1NUW3AISE7RZC	TPCCHT-000004-14	2
A1NUW3AISE7RZC	MPATHY-000041-0004	2
AHYMROQDBR2G4	MPATHY-000028-0003	1
AHYMROQDBR2G4	MPATHY-000047-0003	2
AHYMROQDBR2G4	TPCCHT-000004-14	3
AHYMROQDBR2G4	MPATHY-000041-0004	4
A11YEGD0RQ9AF9	TPCCHT-000012-6	3
A11YEGD0RQ9AF9	MPATHY-000070-0002	4
A11YEGD0RQ9AF9	MPATHY-000035-0002	3
A11YEGD0RQ9AF9	MPATHY-000113-0003	4
A2WNW8A4MOR7T7	TPCCHT-000012-6	1
A2WNW8A4MOR7T7	MPATHY-000070-0002	4
A2WNW8A4MOR7T7	MPATHY-000035-0002	4
A2WNW8A4MOR7T7	MPATHY-000113-0003	4
AU26PZZBE7NKF	TPCCHT-000012-6	1
AU26PZZBE7NKF	MPATHY-000070-0002	4
AU26PZZBE7NKF	MPATHY-000035-0002	4
AU26PZZBE7NKF	MPATHY-000113-0003	4
A1RI7QA7FX6I6I	TPCCHT-000012-6	1
A1RI7QA7FX6I6I	MPATHY-000070-0002	4
A1RI7QA7FX6I6I	MPATHY-000035-0002	4
A1RI7QA7FX6I6I	MPATHY-000113-0003	4
A33B85TN97HQ33	TPCCHT-000012-6	1
A33B85TN97HQ33	MPATHY-000070-0002	4
A33B85TN97HQ33	MPATHY-000035-0002	4
A33B85TN97HQ33	MPATHY-000113-0003	4
A11YEGD0RQ9AF9	MPATHY-000114-0002	3
A11YEGD0RQ9AF9	TPCCHT-000007-2	4
A11YEGD0RQ9AF9	TPCCHT-000019-2	2
A11YEGD0RQ9AF9	ATTENTION-CHECK	4
A30SJEDQ9FHUG6	MPATHY-000114-0002	4
A30SJEDQ9FHUG6	TPCCHT-000007-2	4
A30SJEDQ9FHUG6	TPCCHT-000019-2	4
A30SJEDQ9FHUG6	ATTENTION-CHECK	1
AU26PZZBE7NKF	MPATHY-000114-0002	4
AU26PZZBE7NKF	TPCCHT-000007-2	4
AU26PZZBE7NKF	TPCCHT-000019-2	4
AU26PZZBE7NKF	ATTENTION-CHECK	1
A2QSQ6IAQCF3GW	MPATHY-000114-0002	4
A2QSQ6IAQCF3GW	TPCCHT-000007-2	4
A2QSQ6IAQCF3GW	TPCCHT-000019-2	3
A2QSQ6IAQCF3GW	ATTENTION-CHECK	1
A33B85TN97HQ33	MPATHY-000114-0002	4
A33B85TN97HQ33	TPCCHT-000007-2	4
A33B85TN97HQ33	TPCCHT-000019-2	4
A33B85TN97HQ33	ATTENTION-CHECK	1
A11YEGD0RQ9AF9	MPATHY-000112-0004	1
A11YEGD0RQ9AF9	ATTENTION-CHECK	4
A11YEGD0RQ9AF9	TPCCHT-000003-8	2
A11YEGD0RQ9AF9	MPATHY-000083-0003	4
AU26PZZBE7NKF	MPATHY-000112-0004	4
AU26PZZBE7NKF	ATTENTION-CHECK	2
AU26PZZBE7NKF	TPCCHT-000003-8	4
AU26PZZBE7NKF	MPATHY-000083-0003	4
A1RJYT061UQYR0	MPATHY-000112-0004	4
A1RJYT061UQYR0	ATTENTION-CHECK	2
A1RJYT061UQYR0	TPCCHT-000003-8	4
A1RJYT061UQYR0	MPATHY-000083-0003	4
AU75DIKTVX5GP	MPATHY-000112-0004	1
AU75DIKTVX5GP	ATTENTION-CHECK	4
AU75DIKTVX5GP	TPCCHT-000003-8	1
AU75DIKTVX5GP	MPATHY-000083-0003	3
APKTDTD9LK539	MPATHY-000112-0004	4
APKTDTD9LK539	ATTENTION-CHECK	2
APKTDTD9LK539	TPCCHT-000003-8	4
APKTDTD9LK539	MPATHY-000083-0003	3
A2M9K08I66YIZ3	TPCCHT-000018-19	3
A2M9K08I66YIZ3	ATTENTION-CHECK	2
A2M9K08I66YIZ3	MPATHY-000064-0003	3
A2M9K08I66YIZ3	TPCCHT-000021-11	3
A11YEGD0RQ9AF9	TPCCHT-000018-19	4
A11YEGD0RQ9AF9	ATTENTION-CHECK	3
A11YEGD0RQ9AF9	MPATHY-000064-0003	4
A11YEGD0RQ9AF9	TPCCHT-000021-11	2
A2K3RY63E2Y45R	TPCCHT-000018-19	4
A2K3RY63E2Y45R	ATTENTION-CHECK	1
A2K3RY63E2Y45R	MPATHY-000064-0003	4
A2K3RY63E2Y45R	TPCCHT-000021-11	4
A1RI7QA7FX6I6I	TPCCHT-000018-19	4
A1RI7QA7FX6I6I	ATTENTION-CHECK	1
A1RI7QA7FX6I6I	MPATHY-000064-0003	4
A1RI7QA7FX6I6I	TPCCHT-000021-11	3
A1NUW3AISE7RZC	TPCCHT-000018-19	3
A1NUW3AISE7RZC	ATTENTION-CHECK	4
A1NUW3AISE7RZC	MPATHY-000064-0003	3
A1NUW3AISE7RZC	TPCCHT-000021-11	2
AU26PZZBE7NKF	TPCCHT-000004-5	4
AU26PZZBE7NKF	TPCCHT-000007-14	4
AU26PZZBE7NKF	TPCCHT-000010-10	4
AU26PZZBE7NKF	ATTENTION-CHECK	1
A11YEGD0RQ9AF9	TPCCHT-000004-5	4
A11YEGD0RQ9AF9	TPCCHT-000007-14	3
A11YEGD0RQ9AF9	TPCCHT-000010-10	4
A11YEGD0RQ9AF9	ATTENTION-CHECK	2
A2BAIRVKSX5AFP	TPCCHT-000004-5	4
A2BAIRVKSX5AFP	TPCCHT-000007-14	4
A2BAIRVKSX5AFP	TPCCHT-000010-10	2
A2BAIRVKSX5AFP	ATTENTION-CHECK	1
A33B85TN97HQ33	TPCCHT-000004-5	4
A33B85TN97HQ33	TPCCHT-000007-14	4
A33B85TN97HQ33	TPCCHT-000010-10	3
A33B85TN97HQ33	ATTENTION-CHECK	1
A217EABA3OH0KL	TPCCHT-000004-5	4
A217EABA3OH0KL	TPCCHT-000007-14	4
A217EABA3OH0KL	TPCCHT-000010-10	2
A217EABA3OH0KL	ATTENTION-CHECK	1
A2BAIRVKSX5AFP	MPATHY-000054-0003	4
A2BAIRVKSX5AFP	TPCCHT-000009-2	4
A2BAIRVKSX5AFP	ATTENTION-CHECK	2
A2BAIRVKSX5AFP	TPCCHT-000001-17	4
A11YEGD0RQ9AF9	MPATHY-000054-0003	4
A11YEGD0RQ9AF9	TPCCHT-000009-2	3
A11YEGD0RQ9AF9	ATTENTION-CHECK	4
A11YEGD0RQ9AF9	TPCCHT-000001-17	2
A18T9V3QVDOGCY	MPATHY-000054-0003	4
A18T9V3QVDOGCY	TPCCHT-000009-2	3
A18T9V3QVDOGCY	ATTENTION-CHECK	1
A18T9V3QVDOGCY	TPCCHT-000001-17	4
APKTDTD9LK539	MPATHY-000054-0003	3
APKTDTD9LK539	TPCCHT-000009-2	4
APKTDTD9LK539	ATTENTION-CHECK	2
APKTDTD9LK539	TPCCHT-000001-17	4
A2K3RY63E2Y45R	MPATHY-000054-0003	4
A2K3RY63E2Y45R	TPCCHT-000009-2	1
A2K3RY63E2Y45R	ATTENTION-CHECK	1
A2K3RY63E2Y45R	TPCCHT-000001-17	4
AU26PZZBE7NKF	TPCCHT-000014-19	3
AU26PZZBE7NKF	TPCCHT-000016-7	1
AU26PZZBE7NKF	MPATHY-000025-0003	4
AU26PZZBE7NKF	TPCCHT-000001-19	4
A11YEGD0RQ9AF9	TPCCHT-000014-19	3
A11YEGD0RQ9AF9	TPCCHT-000016-7	4
A11YEGD0RQ9AF9	MPATHY-000025-0003	3
A11YEGD0RQ9AF9	TPCCHT-000001-19	4
A2BAIRVKSX5AFP	TPCCHT-000014-19	1
A2BAIRVKSX5AFP	TPCCHT-000016-7	1
A2BAIRVKSX5AFP	MPATHY-000025-0003	4
A2BAIRVKSX5AFP	TPCCHT-000001-19	4
A33B85TN97HQ33	TPCCHT-000014-19	4
A33B85TN97HQ33	TPCCHT-000016-7	1
A33B85TN97HQ33	MPATHY-000025-0003	4
A33B85TN97HQ33	TPCCHT-000001-19	4
A10DAOOM78W9Z8	TPCCHT-000014-19	3
A10DAOOM78W9Z8	TPCCHT-000016-7	3
A10DAOOM78W9Z8	MPATHY-000025-0003	2
A10DAOOM78W9Z8	TPCCHT-000001-19	2
A1JCKICNOC7DAB	MPATHY-000120-0003	4
A1JCKICNOC7DAB	TPCCHT-000016-13	1
A1JCKICNOC7DAB	TPCCHT-000016-14	4
A1JCKICNOC7DAB	ATTENTION-CHECK	1
A2M9K08I66YIZ3	MPATHY-000120-0003	4
A2M9K08I66YIZ3	TPCCHT-000016-13	2
A2M9K08I66YIZ3	TPCCHT-000016-14	2
A2M9K08I66YIZ3	ATTENTION-CHECK	2
A33XXH6Q66EH34	MPATHY-000120-0003	4
A33XXH6Q66EH34	TPCCHT-000016-13	1
A33XXH6Q66EH34	TPCCHT-000016-14	4
